,date,diesel,e5,e10
9,2014/07/10,1.3742844241655996,1.6005292723874691,1.5605159089066312
10,2014/07/11,1.3709162277471407,1.5974417202147573,1.5575037132627458
11,2014/07/12,1.3681474501291568,1.5956552366754273,1.5557051159477784
12,2014/07/13,1.3750240591867795,1.60056450735949,1.5605691094801577
13,2014/07/14,1.3695330698256072,1.5962862980223524,1.5563084246935197
14,2014/07/15,1.3686874573645067,1.5936709380559182,1.5537226227581804
15,2014/07/16,1.3683942553722586,1.5921627919775552,1.552257352738836
16,2014/07/17,1.366254427775483,1.587778806584514,1.5478596916185463
17,2014/07/18,1.3684014008912555,1.5851804519351895,1.5452665315870733
18,2014/07/19,1.3672528551815932,1.5802559082467107,1.5403381148534403
19,2014/07/20,1.3754770013222362,1.5877009256433336,1.5477931237922178
20,2014/07/21,1.3615881961509322,1.5801495700249075,1.5402448940417106
21,2014/07/22,1.3697580807488052,1.5810000000001998,1.5410874014822182
22,2014/07/23,1.3620824088989298,1.5721142600978846,1.5321787526977209
23,2014/07/24,1.3765835985929729,1.5845076945168068,1.5445872005365626
24,2014/07/25,1.3786054642197807,1.5843593830334473,1.544507478926634
25,2014/07/26,1.3768087532182236,1.5820333210740616,1.5421085693272174
26,2014/07/27,1.3818578208181898,1.5875179321940616,1.5476289226676625
27,2014/07/28,1.3817179900458672,1.5859048920754657,1.5459944683704263
28,2014/07/29,1.3786061639494975,1.5811706432721753,1.5412478511119505
29,2014/07/30,1.3790947854532027,1.5794076069530318,1.5394790456032317
30,2014/07/31,1.3795379949158018,1.5792390948680368,1.5393196531500972
0,2014/08/01,1.3793875385407377,1.5790569501543368,1.5391186921893008
1,2014/08/02,1.3801367217539238,1.5794148517868751,1.5395020675848283
2,2014/08/03,1.3856755133445466,1.5833089167232466,1.5434202227113176
3,2014/08/04,1.374896144429356,1.5723952430918473,1.5325001210755695
4,2014/08/05,1.374875113430303,1.5699831115145535,1.5300582652756616
5,2014/08/06,1.3762268635128014,1.5670653440282951,1.5286754368974236
6,2014/08/07,1.372576033518339,1.5614851299315444,1.5216031822919147
7,2014/08/08,1.3727583063185522,1.5616659214269502,1.5216781682010558
8,2014/08/09,1.377717803111268,1.5663069182927578,1.526328095868755
9,2014/08/10,1.383932198039728,1.5729758597774512,1.5329728027914622
10,2014/08/11,1.3803541528973111,1.5686331668748177,1.5286898362346004
11,2014/08/12,1.3744255581141855,1.5643021758136797,1.52437584809976
12,2014/08/13,1.3722045099298814,1.561671005765647,1.5217250736710797
13,2014/08/14,1.3697378396173616,1.5600654166562329,1.5201152102907651
14,2014/08/15,1.370299971647503,1.560201639302254,1.5202613475272726
15,2014/08/16,1.3720074304925938,1.5617639123349245,1.5218272085878988
16,2014/08/17,1.377416532018216,1.5657618334895926,1.5258434050517204
17,2014/08/18,1.3685061264521796,1.5567586865706418,1.5168672304872102
18,2014/08/19,1.3661981782744907,1.5548613839122618,1.514967088987363
19,2014/08/20,1.3638555626255118,1.5542754148110882,1.5143658288876716
20,2014/08/21,1.3685968954583076,1.5603975808103934,1.5204741714405592
21,2014/08/22,1.3707854050407882,1.56414547127021,1.5242287851845737
22,2014/08/23,1.3742686778323656,1.5687767949013502,1.5288991225565496
23,2014/08/24,1.3799680611180345,1.5745104499716398,1.5345717867601545
24,2014/08/25,1.371112462592882,1.5660249662130974,1.52609810309905
25,2014/08/26,1.3720653539955237,1.5683108101342524,1.5284004606450894
26,2014/08/27,1.3729397491649955,1.5698793974915208,1.5299655511441657
27,2014/08/28,1.3744763276283247,1.5716714542417751,1.5317041049107003
28,2014/08/29,1.3740454122560302,1.5704825366489887,1.5305399054542563
29,2014/08/30,1.3773531295023151,1.5731735087386118,1.5331974475022725
30,2014/08/31,1.3820067540658227,1.5770154331229969,1.537058546299512
0,2014/09/01,1.3779964299565015,1.5733233630612755,1.5335631844258049
1,2014/09/02,1.3740645780457437,1.5703395587881732,1.530796454142905
2,2014/09/03,1.3728186762368806,1.5684760565813636,1.5290915313185969
3,2014/09/04,1.3730443269065415,1.5682308250183734,1.528813101758325
4,2014/09/05,1.378252108347982,1.5744655040976687,1.5349635148659064
5,2014/09/06,1.3813002600781488,1.5783021817658602,1.5386007368879178
6,2014/09/07,1.3843455851220157,1.5813540859201662,1.5416443344299788
7,2014/09/08,1.3787360593871378,1.5753346245345978,1.5356518489919824
8,2014/09/09,1.3767786314196386,1.5744464270964689,1.5347766074626252
9,2014/09/10,1.3754183017866155,1.5729235816241156,1.533203543000116
10,2014/09/11,1.3738147216884675,1.5729734876496522,1.5332630158264229
11,2014/09/12,1.3671282138641057,1.5669200077877543,1.527229658202425
12,2014/09/13,1.3685713696075583,1.5674138711378975,1.527706650916372
13,2014/09/14,1.373343549893193,1.571857240528676,1.532148729322871
14,2014/09/15,1.3651397108581191,1.5642530052295356,1.5245417040915727
15,2014/09/16,1.365216927809743,1.5636610264486432,1.5238922873295933
16,2014/09/17,1.3662778715685564,1.5655680985434532,1.5258541862069686
17,2014/09/18,1.362211455487564,1.5626834358807125,1.5229573514773815
18,2014/09/19,1.3553827306929302,1.554174194266305,1.5144753229424492
19,2014/09/20,1.3659021067435375,1.5643336810333508,1.5246100074285247
20,2014/09/21,1.3635597447795955,1.5621325906075043,1.522423973917973
21,2014/09/22,1.363018381075882,1.561329663121145,1.5216091352280303
22,2014/09/23,1.3607017440104328,1.5600004224250428,1.5203278619278893
23,2014/09/24,1.35681218014315,1.5565407036257128,1.5168058841733525
24,2014/09/25,1.3563795377072272,1.556685116071153,1.5169720459808358
25,2014/09/26,1.35744237181887,1.5585134762445858,1.5187676068699274
26,2014/09/27,1.3623888711932253,1.5612272431418992,1.521509119361941
27,2014/09/28,1.3669365773646425,1.5646356180729708,1.5248795168745537
28,2014/09/29,1.3632809937856156,1.5616897582520513,1.5219472966104413
29,2014/09/30,1.3615227431682992,1.5585512104744008,1.5188393560503726
0,2014/10/01,1.3661360188839988,1.561615354848936,1.5218801047394912
1,2014/10/02,1.364217263259128,1.560361127964358,1.5206347641440383
2,2014/10/03,1.365236608817174,1.5628315508426276,1.5231303193485362
3,2014/10/04,1.3603101608657342,1.559721193598519,1.5199443587890449
4,2014/10/05,1.3614106171762674,1.5623737703934362,1.522625024479241
5,2014/10/06,1.3527597538304563,1.5552910041917594,1.5155395753231795
6,2014/10/07,1.3506042401960108,1.5549705882356477,1.515261985294441
7,2014/10/08,1.347171718272998,1.5535516653951154,1.5138162069343089
8,2014/10/09,1.3449706368343124,1.5514379872956368,1.5116782781118738
9,2014/10/10,1.340924535761393,1.5472734874808205,1.5075422307416002
10,2014/10/11,1.3306655459684409,1.536573013983835,1.4968012992163735
11,2014/10/12,1.3413195274519756,1.5470503514696092,1.507297572229096
12,2014/10/13,1.333093893692665,1.538040622916332,1.4982840328069869
13,2014/10/14,1.329842050057972,1.5323109447341814,1.4925993682483163
14,2014/10/15,1.327669767497969,1.5253944789883365,1.4856910337985705
15,2014/10/16,1.3193614443959245,1.5121726504390136,1.4724546553668023
16,2014/10/17,1.308059875148883,1.4993719181910454,1.4596750224680513
17,2014/10/18,1.3104832919337397,1.4974792391164258,1.4577402797748256
18,2014/10/19,1.316134738511366,1.50129136249429,1.4615349449494999
19,2014/10/20,1.3109180234119515,1.495227116230917,1.4555241062985775
20,2014/10/21,1.3117357427298115,1.493318004102938,1.453633908531213
21,2014/10/22,1.3136558873000048,1.4922367921941198,1.4525434375483397
22,2014/10/23,1.314386601084477,1.4916962385860035,1.452012218911045
23,2014/10/24,1.316423874238552,1.4910172077304829,1.4513175694971994
24,2014/10/25,1.3179962479524303,1.490712889076892,1.4509931828989684
25,2014/10/26,1.3183491278815016,1.4922942921230136,1.4526300061976956
26,2014/10/27,1.3138678469200302,1.4881044427874033,1.448434560892657
27,2014/10/28,1.3101362042947406,1.4858031561557057,1.4461142680592791
28,2014/10/29,1.3098704004783197,1.4849973819483195,1.4452956604899965
29,2014/10/30,1.3102208568465323,1.4847959054627349,1.4451010630046688
30,2014/10/31,1.3163377609792324,1.488873446124202,1.4491447684183354
0,2014/11/01,1.3201691005827252,1.4924262957640773,1.4527015519173938
1,2014/11/02,1.3233833063835367,1.493457457457281,1.4537886193886194
2,2014/11/03,1.3215007931117289,1.4916052768986598,1.4519608666096389
3,2014/11/04,1.3242840416051462,1.492474104011851,1.4528835661215518
4,2014/11/05,1.3208060778209525,1.4889521879677334,1.4492630790806171
5,2014/11/06,1.3174476300606026,1.4865879190308575,1.4469183634543867
6,2014/11/07,1.3165299622679534,1.4846252234135162,1.4449646261544768
7,2014/11/08,1.3207426224799161,1.4884297111667075,1.4487051211742712
8,2014/11/09,1.325419144296584,1.4924377622376668,1.4527262651329231
9,2014/11/10,1.3208059404581942,1.4883030365389982,1.4486126126125478
10,2014/11/11,1.324544927403917,1.4883577070585141,1.4486487307094469
11,2014/11/12,1.319606357776694,1.4839642554127117,1.444328466751174
12,2014/11/13,1.3167131248939743,1.481746592520902,1.442083549906491
13,2014/11/14,1.3120886628735071,1.4780283000579637,1.4383645713370852
14,2014/11/15,1.3069657510740846,1.474147620420159,1.4344594709602376
15,2014/11/16,1.3105596433859572,1.4778101089489832,1.4380956786953096
16,2014/11/17,1.3045089343255802,1.4724183724877595,1.432735122151075
17,2014/11/18,1.3037731842528515,1.4714090482002704,1.4317834492152712
18,2014/11/19,1.2950761199741836,1.4663447112028132,1.4266778795309314
19,2014/11/20,1.2918975757657527,1.462171665867377,1.4225003174438702
20,2014/11/21,1.2889179362440484,1.4619298425293827,1.4222657557524412
21,2014/11/22,1.2935256515286646,1.4667366878292611,1.4270651016332845
22,2014/11/23,1.2972734783422653,1.4701764843163487,1.4304971682847891
23,2014/11/24,1.2920647762783128,1.4653222896888471,1.4256617815244261
24,2014/11/25,1.2899245536336421,1.4639057704608307,1.4242015458161492
25,2014/11/26,1.290228333669696,1.4636208110570372,1.4239506395287396
26,2014/11/27,1.2865463819944971,1.460384752021329,1.42069114897411
27,2014/11/28,1.2751271272587876,1.4492069493171391,1.4095096566878722
28,2014/11/29,1.2648441795325698,1.4406854537160094,1.4009762360760716
29,2014/11/30,1.2683314962028893,1.443138080321232,1.4033743904963585
0,2014/12/01,1.2630552682459142,1.4371198284193882,1.3974478250364968
1,2014/12/02,1.2535678971168598,1.4246097151187314,1.384919563660039
2,2014/12/03,1.2507571177386816,1.4169321025225468,1.3772946957918293
3,2014/12/04,1.2489555815640772,1.4100477623587833,1.3703914172659426
4,2014/12/05,1.2454134226505598,1.404360823450315,1.3647229342538718
5,2014/12/06,1.2387653082120649,1.3997076250937102,1.3602490545429504
6,2014/12/07,1.238257872562789,1.3980380097173188,1.3584099729380392
7,2014/12/08,1.2317916140467855,1.3909359293718568,1.3513085585847155
8,2014/12/09,1.229756971975739,1.3872913519104757,1.3477038884029078
9,2014/12/10,1.2246456032318525,1.380371507708842,1.340708553181063
10,2014/12/11,1.2161900813634905,1.3712301654952996,1.3315915868710726
11,2014/12/12,1.2091704717561935,1.3637723340999048,1.3241401020926404
12,2014/12/13,1.2066062993073845,1.3579970490814588,1.3183515928940888
13,2014/12/14,1.2037827987074772,1.3550412885492271,1.3154110779596808
14,2014/12/15,1.201614224287152,1.3515678965255384,1.3119553713852503
15,2014/12/16,1.1947689986408438,1.3436498237775027,1.3040640505863001
16,2014/12/17,1.1884621727055305,1.3384231621263578,1.2987523206433376
17,2014/12/18,1.1787727497050609,1.3280572363481309,1.2884378607448894
18,2014/12/19,1.1789832719442257,1.3284152320509122,1.2887849152833182
19,2014/12/20,1.183031807505825,1.3316949053022142,1.2920425016243098
20,2014/12/21,1.1856681824721895,1.334291970067816,1.294660282055104
21,2014/12/22,1.1825680219898322,1.3307581004058118,1.291105712824155
22,2014/12/23,1.1837147315119727,1.3298312176166789,1.2902058643431569
23,2014/12/24,1.187990449775452,1.3324568381323627,1.2928300975040403
24,2014/12/25,1.1917057299653928,1.333658997170707,1.293993830316718
25,2014/12/26,1.192101155537545,1.3362446027524897,1.2965788725564713
26,2014/12/27,1.1840004711486298,1.3284621445118303,1.2888235548171554
27,2014/12/28,1.1866945038605363,1.331924816820765,1.2922791607884467
28,2014/12/29,1.1813688576201995,1.327300101717062,1.2876527572598226
29,2014/12/30,1.178202449885876,1.3237287336288552,1.2841307919152776
30,2014/12/31,1.177849376408061,1.323964249322272,1.2851486430242935
0,2015/01/01,1.1824713870956916,1.3291666157314568,1.2925662031552871
1,2015/01/02,1.170109648603143,1.3174154799425704,1.2816982560485282
2,2015/01/03,1.1671536671439653,1.3165587919398034,1.2811387070379827
3,2015/01/04,1.1709405870160692,1.3213587511215557,1.2861203259830185
4,2015/01/05,1.1631334849505957,1.3146512844911544,1.2792973126644205
5,2015/01/06,1.1574786683708391,1.3107014545678333,1.2755390420551
6,2015/01/07,1.1488502032128338,1.303447057179392,1.2701254327681668
7,2015/01/08,1.1436271607118933,1.2993285164311794,1.268715166624608
8,2015/01/09,1.1403007125728504,1.2964731392987108,1.2703974838340182
9,2015/01/10,1.1386457219085286,1.2940502353046441,1.2724905693009396
10,2015/01/11,1.146315476468302,1.301205174910418,1.279873616365773
11,2015/01/12,1.1335438129425757,1.2900721650614924,1.2692114106778039
12,2015/01/13,1.1282722744818257,1.2853309675011508,1.265085419001439
13,2015/01/14,1.115609263902931,1.2752559676950392,1.2550776153102232
14,2015/01/15,1.1137150636235216,1.2741263981346935,1.2540783974097442
15,2015/01/16,1.1137798060273043,1.2750822063537581,1.2550250783697845
16,2015/01/17,1.1181739886199762,1.2809050584633357,1.2608956918650185
17,2015/01/18,1.1216457642077804,1.2826643481174,1.2626340750659055
18,2015/01/19,1.1193100923019104,1.2806974030965972,1.2607107782768738
19,2015/01/20,1.120597689666706,1.2833145130737806,1.2633677586784666
20,2015/01/21,1.1201550204506179,1.28315392591789,1.2632021775449895
21,2015/01/22,1.1208605796231217,1.2795960923119187,1.259620188854406
22,2015/01/23,1.122780696805123,1.2822993041357889,1.2623746032867067
23,2015/01/24,1.1270852677248462,1.2845896901115712,1.2646819744315063
24,2015/01/25,1.13246594257932,1.288854549597917,1.2689581497799185
25,2015/01/26,1.1292423166991914,1.287347456604549,1.2674676130466862
26,2015/01/27,1.1260983250787124,1.2844710407293398,1.2645574082233366
27,2015/01/28,1.1267376555810804,1.2842660538692166,1.2643846862716304
28,2015/01/29,1.1233334702081013,1.2833273756784616,1.2634721315730186
29,2015/01/30,1.125415386578937,1.288130499350604,1.2683241716171691
30,2015/01/31,1.1303391481766452,1.2926783856162254,1.272872162713914
0,2015/02/01,1.1328038973636179,1.2960877788557883,1.276219660230072
1,2015/02/02,1.1322766823653505,1.297428676391168,1.2776007973699612
2,2015/02/03,1.148728481382714,1.3153389563976716,1.2955143674056602
3,2015/02/04,1.162080131970362,1.3286465795196325,1.3087609662826731
4,2015/02/05,1.1652835119824516,1.3303663472134628,1.3104937278080302
5,2015/02/06,1.1669358787494983,1.3300592247602585,1.310213691953868
6,2015/02/07,1.1785832047389926,1.339118647020695,1.319235887799231
7,2015/02/08,1.1844646771879528,1.3438305882352015,1.3239831994260496
8,2015/02/09,1.1815334672327242,1.341566188453961,1.3216369447952196
9,2015/02/10,1.1886777098057169,1.3484408029931527,1.3285780483460523
10,2015/02/11,1.192629839324852,1.3498934989104907,1.329989870730192
11,2015/02/12,1.189376692583157,1.3468890211408409,1.3269683650739152
12,2015/02/13,1.1954028249040165,1.3522331236124852,1.3323390115133182
13,2015/02/14,1.2030825689193785,1.358039435170738,1.338123939107858
14,2015/02/15,1.206986109051803,1.3622993892133906,1.3423857443587786
15,2015/02/16,1.2084046633120422,1.3623700917254458,1.3424720129039611
16,2015/02/17,1.216373791758791,1.367050395107947,1.3471615590804928
17,2015/02/18,1.217222952662757,1.365543628224965,1.345705674372153
18,2015/02/19,1.2168352281926371,1.3642101728587257,1.3443330742070236
19,2015/02/20,1.212901042677458,1.3599456048789471,1.3400707147995916
20,2015/02/21,1.2098669933806574,1.3566199083504396,1.3367772785131664
21,2015/02/22,1.2195187752495025,1.3648774682828668,1.3449843504145944
22,2015/02/23,1.2188235133036558,1.3647557163068644,1.344896992378222
23,2015/02/24,1.2196231266723068,1.3672341324711648,1.3473510816232517
24,2015/02/25,1.2243351316581432,1.3727824826494397,1.3528947499781678
25,2015/02/26,1.2190067245259224,1.3688557042534764,1.3489565611058074
26,2015/02/27,1.222336078923832,1.3748954465075969,1.354949125133492
27,2015/02/28,1.225221347823099,1.3809462494536475,1.3611054649925731
0,2015/03/01,1.227313260809459,1.3840603415037336,1.3641559625445137
1,2015/03/02,1.2293999305110128,1.3865297932717822,1.3666545601948112
2,2015/03/03,1.22777234879231,1.3887557945388442,1.3688334138894234
3,2015/03/04,1.2253790579074906,1.392964841350029,1.3730774762538291
4,2015/03/05,1.2265437893655011,1.395809329861777,1.3758962631591565
5,2015/03/06,1.227533544178017,1.3997940956081465,1.3798632997601608
6,2015/03/07,1.2279927369935657,1.4025194453265375,1.3825944801156478
7,2015/03/08,1.232672984664759,1.407148761820699,1.387187945426028
8,2015/03/09,1.2295608390974235,1.403958846297544,1.3840436813780443
9,2015/03/10,1.2316050825303173,1.4073842538192964,1.3875066386994777
10,2015/03/11,1.2284914937934903,1.40841749848149,1.3884994900621113
11,2015/03/12,1.2263646414304774,1.4103536626955382,1.3904333850374735
12,2015/03/13,1.227391892496731,1.4160502351625328,1.396144109742801
13,2015/03/14,1.223596065115641,1.4167133781323118,1.3967746018979257
14,2015/03/15,1.2274755026823898,1.4203952631294088,1.4004878055391827
15,2015/03/16,1.2182140662586864,1.412475853234601,1.392575252299696
16,2015/03/17,1.2112791112550034,1.406911997243509,1.3870105822255947
17,2015/03/18,1.2022056166925372,1.40077584633354,1.3808673667428821
18,2015/03/19,1.2031548881161835,1.4030522376713852,1.3831636650013197
19,2015/03/20,1.2058350012829298,1.4045229343089485,1.3846439141222673
20,2015/03/21,1.2036805579492005,1.4046052876498918,1.3847031241025352
21,2015/03/22,1.2084264628868615,1.4094595104879026,1.3895106529588157
22,2015/03/23,1.2036743118294189,1.4052283392933655,1.3853280578890783
23,2015/03/24,1.2019659122040358,1.4059568607621165,1.3860460685763158
24,2015/03/25,1.2011697702778288,1.4098435450383422,1.3899265240657042
25,2015/03/26,1.201017409715089,1.4137911382685973,1.3938552481465418
26,2015/03/27,1.208391758834403,1.4277170330905458,1.4078091785813278
27,2015/03/28,1.2115228065923858,1.4321489722445493,1.412259674773639
28,2015/03/29,1.213645404708131,1.435405159625906,1.4154875524022243
29,2015/03/30,1.2119871709677759,1.4334919784647469,1.4136226420211586
30,2015/03/31,1.2072767504970237,1.4262095982070062,1.4063570102292495
0,2015/04/01,1.2058333240188048,1.4274745772186608,1.4075657393230627
1,2015/04/02,1.2041400160029054,1.428815917340375,1.4089295977179326
2,2015/04/03,1.2110061118050346,1.4365994051177082,1.4166534742218295
3,2015/04/04,1.2020445784866935,1.4281923002980859,1.408247548784225
4,2015/04/05,1.2055940696850869,1.4336232644416882,1.4136692645247966
5,2015/04/06,1.2083895999041303,1.4362231176365094,1.4163247712457852
6,2015/04/07,1.2034999773502988,1.429723732191868,1.4098201626240159
7,2015/04/08,1.2060800703044554,1.4311955023746517,1.4112700437658081
8,2015/04/09,1.2076691587069526,1.4305663391086754,1.4106485191090652
9,2015/04/10,1.207556569835767,1.430720105437167,1.4108233819829787
10,2015/04/11,1.208023219533244,1.4296520335232294,1.4097541631899075
11,2015/04/12,1.2134507027772399,1.4350401104469124,1.415098036335795
12,2015/04/13,1.2148897544716015,1.4358647851491515,1.416018710106138
13,2015/04/14,1.2241768455310578,1.4436401157270848,1.4249673613310136
14,2015/04/15,1.2262094681708835,1.4453690852453909,1.426837016921518
15,2015/04/16,1.2324333984719864,1.4532575353822903,1.4345421685318522
16,2015/04/17,1.2375554067625356,1.4594745968158884,1.440855696523729
17,2015/04/18,1.2381739778121668,1.46054063317487,1.4413051908727053
18,2015/04/19,1.2445672097759741,1.4658487421472226,1.4472424485811652
19,2015/04/20,1.2402843296754351,1.4641134572555918,1.4455421671454225
20,2015/04/21,1.2391844600962536,1.4657657146022922,1.4468572569461786
21,2015/04/22,1.2408920484465067,1.4657613107774523,1.4471159930662825
22,2015/04/23,1.2387740867429684,1.4643221286670014,1.4454440534138795
23,2015/04/24,1.2424780053743767,1.4703537092579546,1.4514100645619283
24,2015/04/25,1.246405542525466,1.4738474015550238,1.4551546475742163
25,2015/04/26,1.2535893180534907,1.4819702223670892,1.462241887598957
26,2015/04/27,1.2487830834881468,1.4778802823062254,1.4588709267968676
27,2015/04/28,1.2505690237989395,1.4813253320585218,1.4621316966569562
28,2015/04/29,1.2517274092030213,1.4815521984742703,1.4626139158861786
29,2015/04/30,1.2497279080499544,1.4787760587213368,1.4604554205215432
0,2015/05/01,1.2552210469492326,1.4829325523036776,1.4637532170057153
1,2015/05/02,1.2519308122940045,1.4814668577658656,1.4628325432116231
2,2015/05/03,1.2563972918671094,1.4874912275738297,1.4677512592676043
3,2015/05/04,1.2498010321162734,1.4801937633817004,1.4617467032664628
4,2015/05/05,1.2533905924922029,1.4847616802351964,1.4664234848483169
5,2015/05/06,1.2599233301378094,1.4904579747975146,1.4722117603573472
6,2015/05/07,1.2648311720672434,1.492293418802454,1.4742791827579544
7,2015/05/08,1.2580199500466327,1.4832226901733208,1.4649466500848893
8,2015/05/09,1.2568401011435075,1.4798641663136065,1.461357066341008
9,2015/05/10,1.2610115756091749,1.4847019605015848,1.4657653164190918
10,2015/05/11,1.2540566387177976,1.4783887598073648,1.460433242414814
11,2015/05/12,1.2507711653163809,1.474193403365039,1.455928836908819
12,2015/05/13,1.2523826500160171,1.4741867223727543,1.4559271842430592
13,2015/05/14,1.2644078809408457,1.4848776075494363,1.4657250277774099
14,2015/05/15,1.260536229121413,1.4811516714719184,1.4625869570395826
15,2015/05/16,1.260669653850451,1.479563701907865,1.4607787664537082
16,2015/05/17,1.2664223290489542,1.4872106391861433,1.4678639588940454
17,2015/05/18,1.2611199646052282,1.4828945994168885,1.4639082640671168
18,2015/05/19,1.2549148436807196,1.4788395403419057,1.4598760627931449
19,2015/05/20,1.251227753778408,1.4750238980998112,1.4560753367607615
20,2015/05/21,1.2538927582472077,1.4764555182040338,1.4577305566632637
21,2015/05/22,1.255017294196542,1.4789834380912543,1.4601882833951467
22,2015/05/23,1.2588732116368817,1.4827180487104954,1.4640181587633398
23,2015/05/24,1.2620325183408818,1.4880175153979398,1.4689626864598548
24,2015/05/25,1.2611180834400957,1.4869328492099116,1.4677607717498151
25,2015/05/26,1.2575162841605732,1.4854313526858318,1.4668438187722053
26,2015/05/27,1.2480301829911886,1.4796566015171182,1.4614596210616984
27,2015/05/28,1.2437370418306029,1.473947853184476,1.456236646017068
28,2015/05/29,1.240915828514615,1.4738593707741685,1.4556496374804164
29,2015/05/30,1.2447925667299826,1.4757921536225589,1.4572475846536261
30,2015/05/31,1.2499563409245515,1.4802181125752296,1.4614934115316536
0,2015/06/01,1.246438479410548,1.4786242275938748,1.4596657150624397
1,2015/06/02,1.2518855370287076,1.4891991492368826,1.4704683584416034
2,2015/06/03,1.2476399823455306,1.4902655907050244,1.4714581066893608
3,2015/06/04,1.2470212718782892,1.4890438186830894,1.470211679439039
4,2015/06/05,1.2344865567623515,1.4772193946910754,1.4585920964060382
5,2015/06/06,1.2326145551868095,1.4793028467515654,1.4604796706323044
6,2015/06/07,1.2372882739576752,1.4835964764847382,1.4645295627121817
7,2015/06/08,1.230566380288186,1.4787708473241623,1.4598404696291227
8,2015/06/09,1.2291034830297174,1.4806893545728006,1.4619306666315788
9,2015/06/10,1.2286182722635672,1.479123926242481,1.460273348377212
10,2015/06/11,1.2334763356786531,1.4850776257490468,1.4662463122228273
11,2015/06/12,1.2400488475486018,1.4946936000933988,1.4759261378261754
12,2015/06/13,1.2347177530554894,1.4913962943622865,1.4733282327269146
13,2015/06/14,1.239692722128383,1.4984971406210552,1.4792363953769987
14,2015/06/15,1.2313868279317384,1.4919570526509338,1.4728553138638059
15,2015/06/16,1.228102214253965,1.4928355025726692,1.4736709935038583
16,2015/06/17,1.2261879073135475,1.4921193618461714,1.4735962603067287
17,2015/06/18,1.2284830313915232,1.4967964837570469,1.4776003306884626
18,2015/06/19,1.225607680491276,1.4936682937930312,1.4744741764804674
19,2015/06/20,1.230523521298161,1.494992675120972,1.4757722190232068
20,2015/06/21,1.2324895253470929,1.4956521197185773,1.476660575928756
21,2015/06/22,1.2280808871275677,1.4914495624896844,1.4723437345218375
22,2015/06/23,1.223496314282967,1.4867465419306638,1.4682283518339632
23,2015/06/24,1.2311278742042244,1.4889079492898694,1.4698591871155555
24,2015/06/25,1.2351178733568422,1.489919811369422,1.4708621777302782
25,2015/06/26,1.2325973031687525,1.4883011844332337,1.4694606755653583
26,2015/06/27,1.2307469149948531,1.4861800219538854,1.4669030892269124
27,2015/06/28,1.2351185986040705,1.4897911317914951,1.470612234843345
28,2015/06/29,1.234473328824771,1.488101056026521,1.4690938875305632
29,2015/06/30,1.232641382680976,1.4890706835410856,1.4701769012383954
0,2015/07/01,1.231351784176487,1.4897608531283728,1.4708276731141283
1,2015/07/02,1.2325462654814074,1.4926544359254883,1.4736190285614348
2,2015/07/03,1.2330255604905602,1.49387096023695,1.4752986780875703
3,2015/07/04,1.2320905468003829,1.496725089695118,1.4777007697896083
4,2015/07/05,1.2332033679087913,1.5006983096425863,1.4814449609424771
5,2015/07/06,1.2285822253038017,1.4989408393829409,1.480261175462538
